Time;temp.mean;dewpoint.mean
2017-08-04T15:50:30-04:00;null;null
2017-08-04T15:50:35-04:00;null;null
2017-08-04T15:50:40-04:00;null;null
2017-08-04T15:50:45-04:00;null;null
2017-08-04T15:50:50-04:00;null;null
2017-08-04T15:50:55-04:00;null;null
2017-08-04T15:51:00-04:00;null;null
2017-08-04T15:51:05-04:00;null;null
2017-08-04T15:51:10-04:00;null;null
2017-08-04T15:51:15-04:00;null;null
2017-08-04T15:51:20-04:00;null;null
2017-08-04T15:51:25-04:00;null;null
2017-08-04T15:51:30-04:00;null;null
2017-08-04T15:51:35-04:00;null;null
2017-08-04T15:51:40-04:00;null;null
2017-08-04T15:51:45-04:00;null;null
2017-08-04T15:51:50-04:00;null;null
2017-08-04T15:51:55-04:00;null;null
2017-08-04T15:52:00-04:00;null;null
2017-08-04T15:52:05-04:00;null;null
2017-08-04T15:52:10-04:00;null;null
2017-08-04T15:52:15-04:00;null;null
2017-08-04T15:52:20-04:00;null;null
2017-08-04T15:52:25-04:00;null;null
2017-08-04T15:52:30-04:00;null;null
2017-08-04T15:52:35-04:00;null;null
2017-08-04T15:52:40-04:00;null;null
2017-08-04T15:52:45-04:00;null;null
2017-08-04T15:52:50-04:00;null;null
2017-08-04T15:52:55-04:00;null;null
2017-08-04T15:53:00-04:00;null;null
2017-08-04T15:53:05-04:00;null;null
2017-08-04T15:53:10-04:00;null;null
2017-08-04T15:53:15-04:00;null;null
2017-08-04T15:53:20-04:00;null;null
2017-08-04T15:53:25-04:00;null;null
2017-08-04T15:53:30-04:00;null;null
2017-08-04T15:53:35-04:00;null;null
2017-08-04T15:53:40-04:00;null;null
2017-08-04T15:53:45-04:00;null;null
2017-08-04T15:53:50-04:00;null;null
2017-08-04T15:53:55-04:00;null;null
2017-08-04T15:54:00-04:00;null;null
2017-08-04T15:54:05-04:00;null;null
2017-08-04T15:54:10-04:00;null;null
2017-08-04T15:54:15-04:00;null;null
2017-08-04T15:54:20-04:00;null;null
2017-08-04T15:54:25-04:00;null;null
2017-08-04T15:54:30-04:00;null;null
2017-08-04T15:54:35-04:00;null;null
2017-08-04T15:54:40-04:00;null;null
2017-08-04T15:54:45-04:00;null;null
2017-08-04T15:54:50-04:00;null;null
2017-08-04T15:54:55-04:00;null;null
2017-08-04T15:55:00-04:00;null;null
2017-08-04T15:55:05-04:00;null;null
2017-08-04T15:55:10-04:00;null;null
2017-08-04T15:55:15-04:00;null;null
2017-08-04T15:55:20-04:00;null;null
2017-08-04T15:55:25-04:00;null;null
2017-08-04T15:55:30-04:00;null;null
2017-08-04T15:55:35-04:00;null;null
2017-08-04T15:55:40-04:00;null;null
2017-08-04T15:55:45-04:00;null;null
2017-08-04T15:55:50-04:00;null;null
2017-08-04T15:55:55-04:00;null;null
2017-08-04T15:56:00-04:00;null;null
2017-08-04T15:56:05-04:00;null;null
2017-08-04T15:56:10-04:00;null;null
2017-08-04T15:56:15-04:00;null;null
2017-08-04T15:56:20-04:00;null;null
2017-08-04T15:56:25-04:00;null;null
2017-08-04T15:56:30-04:00;null;null
2017-08-04T15:56:35-04:00;null;null
2017-08-04T15:56:40-04:00;null;null
2017-08-04T15:56:45-04:00;null;null
2017-08-04T15:56:50-04:00;91.5;70
2017-08-04T15:56:55-04:00;null;null
2017-08-04T15:57:00-04:00;null;null
2017-08-04T15:57:05-04:00;null;null
2017-08-04T15:57:10-04:00;null;null
2017-08-04T15:57:15-04:00;null;null
2017-08-04T15:57:20-04:00;null;null
2017-08-04T15:57:25-04:00;null;null
2017-08-04T15:57:30-04:00;null;null
2017-08-04T15:57:35-04:00;null;null
2017-08-04T15:57:40-04:00;null;null
2017-08-04T15:57:45-04:00;null;null
2017-08-04T15:57:50-04:00;null;null
2017-08-04T15:57:55-04:00;null;null
2017-08-04T15:58:00-04:00;null;null
2017-08-04T15:58:05-04:00;null;null
2017-08-04T15:58:10-04:00;null;null
2017-08-04T15:58:15-04:00;null;null
2017-08-04T15:58:20-04:00;null;null
2017-08-04T15:58:25-04:00;null;null
2017-08-04T15:58:30-04:00;null;null
2017-08-04T15:58:35-04:00;null;null
2017-08-04T15:58:40-04:00;null;null
2017-08-04T15:58:45-04:00;null;null
2017-08-04T15:58:50-04:00;null;null
2017-08-04T15:58:55-04:00;null;null
2017-08-04T15:59:00-04:00;null;null
2017-08-04T15:59:05-04:00;null;null
2017-08-04T15:59:10-04:00;null;null
2017-08-04T15:59:15-04:00;null;null
2017-08-04T15:59:20-04:00;null;null
2017-08-04T15:59:25-04:00;null;null
2017-08-04T15:59:30-04:00;null;null
2017-08-04T15:59:35-04:00;null;null
2017-08-04T15:59:40-04:00;null;null
2017-08-04T15:59:45-04:00;null;null
2017-08-04T15:59:50-04:00;null;null
2017-08-04T15:59:55-04:00;null;null
